type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
1,-0.0016728092450648546,0.0025558697525411844,0.0006362856947816908,0.0020508156158030033,0.0014881279785186052,0.003894742112606764,0.00043189036659896374,-0.00048372597666457295,0.0013579889200627804,0.0011030653258785605,6.380034028552473e-05,-0.0012242583325132728,-0.002480092691257596,0.00332083972170949,-0.0005669758538715541,0.003692253725603223,0.001855276757851243,-0.0025044677313417196,0.0008387048146687448,0.001971546793356538,-0.0026978401001542807,0.0020415675826370716,0.002849553246051073,0.001767684007063508,0.0001742390013532713,0.0016069228295236826,-0.002588861156255007,0.0016592269530519843,0.0002664870989974588,-0.002208263846114278,-3.77423784811981e-05,-0.0017164377495646477,0.0021492373198270798,0.0022602493409067392,0.0036518715787678957,-0.00020190297800581902,0.0013597521465271711,-0.0019167211139574647,-0.0013530063442885876,-0.0038895639590919018,0.0026392703875899315,-0.0024609628599137068,-0.0010213960194960237,0.0030669597908854485,-0.002903674729168415,-0.001919332193210721,-0.0038498747162520885,0.0031576978508383036,6.277854117797688e-05,0.0007550761802121997,-0.002831245306879282,-0.0016458199825137854,-0.0019302242435514927,-0.00046187263797037303,-0.0012022086884826422,0.0013563446700572968,0.002353156916797161,-0.0018207170069217682,0.0032632052898406982,0.0028973219450563192,0.003045806661248207,0.0001264202146558091,-0.0028276261873543262,0.00037921525654383004,-0.003147055394947529,-0.0012882379814982414,-0.00015418187831528485,-0.00042868455057032406,-0.0022766082547605038,-0.0032646621111780405,0.002918183570727706,-0.0020259337034076452,0.002092174021527171,0.0019191533792763948,0.002859803382307291,-0.0032959652598947287,0.0014258716255426407,0.0023501189425587654,0.0030989886727184057,0.003795393742620945,0.0033177989535033703,0.003067632671445608,-0.003862829180434346,-0.0018284579273313284,0.0002469151222612709,0.0017590911593288183,-7.467588875442743e-05,0.0025219854433089495,0.0016081997891888022,0.0019179332302883267,-0.0003657858178485185,-0.0013413307024165988,0.000934847048483789,-0.003632361302152276,0.001580787356942892,-9.582749044056982e-05,0.0013111175503581762,-0.0009001729777082801,-0.0018947386415675282,0.0004979444784112275,0.002650765934959054,0.003196246223524213,0.002261679619550705,-0.003100561909377575,0.0008669375674799085,-0.0031848782673478127,-0.0037313203793019056,-0.0030661928467452526,-0.0012001189170405269,0.0019661292899399996,0.003364654490724206,0.0011575566604733467,0.001672694575972855,0.003459952538833022,-0.0036140664014965296,-0.0004895667661912739,-0.0024138991720974445,0.002292866352945566,-0.0021111899986863136,-0.0022331206128001213,-0.00024804979329928756,0.0037675348576158285,0.0024328629951924086,-0.0034911441616714,-0.002667961409315467,0.0005883085541427135,-0.0014557635877281427,0.0015316769713535905
2,-0.003007136285305023,-0.0004909885465167463,0.002233141800388694,-0.0033763169776648283,-0.002400530967861414,0.0012226797407492995,-0.0011949230683967471,4.595005884766579e-05,0.0037611781153827906,0.0034989153500646353,0.0005254708812572062,0.0026788502000272274,0.00044085466652177274,-0.0015935208648443222,0.003319527255371213,-7.010711851762608e-05,-0.0011623363243415952,-0.00040059746243059635,0.0015871968353167176,0.002871144562959671,0.0006573237478733063,-0.002550275530666113,0.0021405965089797974,-0.0018692496232688427,-0.002157766604796052,-0.0006986319785937667,0.0033311943989247084,0.002618349390104413,0.0013475941959768534,-0.001471440540626645,0.0030369011219590902,0.0023513836786150932,0.001657817279919982,-0.0006148540996946394,0.0039213718846440315,-0.0027756495401263237,-0.0032571477349847555,0.002614796394482255,0.001244977000169456,0.001532864524051547,0.001464814879000187,0.00225435895845294,-0.00280313310213387,-0.0022805987391620874,-0.0016934345476329327,0.003837570548057556,0.0031083333306014538,-0.002991709392517805,0.0006943895132280886,0.0001619991089683026,0.0018993222620338202,0.0028503010980784893,0.002815420040860772,-0.002983354264870286,-0.0009652367443777621,0.0009594439761713147,-0.0012928495416417718,-0.002718473318964243,0.003910363186150789,0.0019124391255900264,-0.0005811254377476871,0.001682009664364159,0.0019063445506617427,0.0008436930947937071,-0.001936284126713872,-0.001686890609562397,-0.0015614890726283193,-0.003638097085058689,-0.002769676735624671,-0.0013447292149066925,0.0035280254669487476,0.0023048361763358116,0.0032164407894015312,-0.0018939977744594216,0.0034838621504604816,-0.00022475987498182803,0.001051654457114637,0.003345486940816045,0.0003596959577407688,0.003416408784687519,-0.0016938312910497189,-0.003501738188788295,0.0017607599729672074,-0.0032749648671597242,0.0018307749414816499,-0.002779775531962514,0.0014372054720297456,0.0020481229294091463,-0.0007226470042951405,0.0015873325755819678,-0.0017259115120396018,-0.0012880404246971011,0.0018896394176408648,-0.00268280366435647,9.999384928960353e-05,-0.002800863469019532,-0.002315280493348837,0.003318997099995613,-0.0031903553754091263,0.0017457397188991308,0.0032343855127692223,0.0032235190737992525,-0.00047404185170307755,0.003639679402112961,-0.0019351164810359478,0.0015777151565998793,0.002910258714109659,2.4801711333566345e-05,0.003703541588038206,-0.0034979721531271935,-0.0016398997977375984,-0.0001541927776997909,-0.0011134010273963213,0.0020835858304053545,0.0031283325515687466,-0.003313294146209955,0.0025432580150663853,0.002732720924541354,-0.002824707655236125,0.0001103552058339119,-0.0015125302597880363,-0.0019244496943429112,-0.0006677531637251377,0.00043451334931887686,0.002551640383899212,-0.002782062627375126,-0.0037907075602561235,-0.0017078669043257833
3,0.0022920258343219757,-0.0017369716661050916,2.784352000162471e-05,0.002196012996137142,0.0004017224709969014,-0.000542465306352824,0.0017321122577413917,0.0027399586979299784,0.003332282416522503,-0.001614689244888723,0.00043760088738054037,0.0024539579171687365,-0.0020471028983592987,-0.0036993413232266903,-0.0014243768528103828,-0.003718211781233549,0.0003934079722966999,-0.002835879335179925,0.0021549370139837265,0.0025152983143925667,-0.00122702750377357,0.0031401920132339,0.0003156227758154273,-0.002775246975943446,-0.0003565882798284292,0.00023472911561839283,-0.003318738890811801,0.0031623912509530783,-0.001173200667835772,0.0003131339617539197,-0.0032774810679256916,-0.00184786063618958,-0.003682828275486827,-0.00031449898961000144,0.0008571546641178429,0.003295901697129011,0.002471259795129299,0.001055580680258572,-0.0018539377488195896,-0.0035549751482903957,0.002236403524875641,0.0004493767337407917,-0.0019081742502748966,-0.0019516448955982924,0.0011604540050029755,0.0022447321098297834,0.0006310197641141713,-0.0003103026538155973,-8.615215847385116e-06,-0.003656915854662657,0.001970178447663784,0.0019058163743466139,-0.0011077523231506348,0.0015705631813034415,-0.0012481919256970286,0.0038642995059490204,0.0023895984049886465,0.00032926531275734305,0.000575849087908864,-0.0028791942168027163,-0.001022649696096778,0.001960080349817872,-0.003689615521579981,0.003368804696947336,0.003649301826953888,0.0026457326021045446,0.0028131266590207815,0.001963506219908595,0.0037079215981066227,0.003102649701759219,0.0025767539627850056,0.0008115660166367888,0.0027312147431075573,-0.002470153383910656,-0.003778524463996291,-0.0010316675761714578,-0.0038606293965131044,-0.0016554152825847268,0.0004343730106484145,0.0020607267506420612,0.00027663595392368734,0.0019091429421678185,-0.0036565586924552917,-0.0005818688659928739,0.0016904427902773023,-0.0006542803021147847,-0.003693015780299902,0.002000679960474372,-0.001905120094306767,-0.001584201236255467,0.002530451864004135,-0.0034244684502482414,0.003415890969336033,0.0033817822113633156,0.003068930469453335,0.000856458384077996,0.0034467033110558987,0.0022149665746837854,0.003074205946177244,-0.0010906570823863149,0.0011192836100235581,-0.00012480113946367055,0.0005718442262150347,0.003755314741283655,0.0034933402203023434,-0.0031625847332179546,0.00097687728703022,0.0021969368681311607,-0.0018960395827889442,0.002443652832880616,-0.0032455692999064922,-0.0019938875921070576,-0.0035865004174411297,0.001614940818399191,0.000804896408226341,0.0017483563860878348,0.0015841396525502205,0.0010727468179538846,-0.0027118718717247248,-0.0007005420047789812,-0.0036294509191066027,0.003859628224745393,-0.00033625742071308196,0.00045757152838632464,0.0006512430845759809,0.000532902660779655,-0.0005733052967116237,-0.0012675827601924539
4,0.00062304682796821,-0.0009815091034397483,-0.0009865168249234557,-0.003358453279361129,-0.0018246681429445744,-0.003286355175077915,-0.0010475984308868647,0.0017365427920594811,0.003242571372538805,-0.001719908555969596,-0.00018675607861950994,0.003662687260657549,-0.0010503148660063744,0.0016178537625819445,0.0003127886448055506,0.0038208768237382174,-0.0010401563486084342,-0.003059599082916975,0.0008222973556257784,0.003057503839954734,-0.0007637709495611489,0.002255812520161271,0.0019843585323542356,0.0035322962794452906,-0.0014169012429192662,0.002365192398428917,-0.002648455323651433,-0.0015216430183500051,-0.0030672422144562006,0.0017107704188674688,-0.002658386016264558,0.0035824186634272337,-0.0033131421077996492,-0.0028003875631839037,0.0002792285813484341,0.00035802912316285074,0.0017342816572636366,0.003432733938097954,0.00046386258327402174,-0.0035297165159136057,-0.0017417485360056162,-0.002017637249082327,0.0005928929895162582,0.0037480953615158796,-0.003278110409155488,-4.31765329267364e-05,-1.0912431207543705e-05,0.002673524431884289,-0.0003243386745452881,0.0013720807619392872,0.0038453321903944016,-0.0021737199276685715,-0.0023189042694866657,-0.0009042597957886755,-0.0038058613426983356,0.002433227840811014,-0.0005015480564907193,0.0038442020304501057,0.0015142662450671196,0.0006555726868100464,-0.0020139801781624556,-0.0006721324170939624,-0.0010405327193439007,-0.0032941284589469433,0.0005434287595562637,-0.0020929910242557526,-0.0038285779301077127,0.0036178419832140207,-0.0011190276127308607,-0.0022530981805175543,-0.0038349716924130917,0.0008365549729205668,0.002220762427896261,0.0025441076140850782,-0.000212800718145445,0.003586242673918605,-0.0019590745214372873,0.0031670730095356703,0.0007283964077942073,0.00031824439065530896,0.0007178585510700941,0.0037724494468420744,0.0036820636596530676,-0.0006288317963480949,-0.0011139593552798033,-0.000497322587762028,0.0025440205354243517,0.003940923139452934,-0.0035216177348047495,-0.0028797939885407686,-0.0026790201663970947,0.003061943920329213,-0.0013648574240505695,0.0021527535282075405,-0.00148199952673167,0.002308069495484233,0.0003891287778969854,-0.0011080738622695208,0.0003188120317645371,-0.00021189649123698473,-0.0035080539528280497,0.00013622274855151772,-0.00047061103396117687,0.0011911502806469798,0.0013789859367534518,0.0004892466240562499,0.0009164489456452429,-0.0016085742972791195,-0.0032952576875686646,0.0038520568050444126,-0.0017395851900801063,-0.0002925111912190914,0.0005981071735732257,0.0019420892931520939,0.003027672180905938,-0.00035388744436204433,0.0027753664180636406,-0.003285474143922329,-0.003262747311964631,0.0014323864597827196,-0.00017516360094305128,0.0013416040455922484,-0.00032322650076821446,0.002431748900562525,-0.0025017843581736088,0.0006763861165381968,-0.001208013272844255,0.0033152878750115633
5,-0.0009349650936201215,-0.0018367996672168374,-0.001130912103690207,-0.003483481938019395,-0.0031064599752426147,0.0010909336851909757,0.0036250038538128138,-0.0038738949224352837,-0.003682774258777499,-0.0015729238511994481,0.001897511538118124,0.003103183349594474,0.00019456011068541557,0.001732827047817409,0.00013374081754591316,0.0029778527095913887,0.0011628890642896295,-0.000559130625333637,0.0032105983700603247,-0.0037347800098359585,-0.0029401725623756647,0.0005447609000839293,0.002924029715359211,0.00021387625019997358,0.0003908717189915478,0.0005190861411392689,0.0019071395508944988,-0.0002615979465190321,0.0004804932978004217,0.0019251423655077815,0.0032714554108679295,0.0012826649472117424,-0.00035030735307373106,0.00313280476257205,-0.0027161429170519114,-0.0028514419682323933,-0.003788291709497571,-0.002227477030828595,0.003436449682340026,0.0004723683523479849,-0.0007619139505550265,-0.001838889205828309,0.0036577945575118065,-0.0001912290317704901,-0.001719432882964611,0.0019407719373703003,-1.930588587129023e-05,0.0016366768395528197,-0.0021905340254306793,0.0002201819297624752,-0.0029257170390337706,-0.0018737210193648934,0.002036899561062455,-0.00123518705368042,0.0013702429132536054,-0.0010514762252569199,0.0013893694849684834,-0.0006146024679765105,0.00011834310862468556,0.001875019632279873,-0.001217024284414947,0.0004408362146932632,0.0009139953181147575,0.00031678093364462256,-0.0005714366561733186,4.574964623316191e-05,-0.002555766375735402,-0.0009211783180944622,-0.003670325269922614,0.003857404226437211,0.0035724956542253494,0.0030584002379328012,-0.0011773771839216352,-0.00011960326810367405,0.0007728128111921251,0.0017260491149500012,0.0014399761566892266,-0.0012535988353192806,-0.0036857915110886097,0.003858014242723584,0.001146226655691862,-0.001009109546430409,0.0007041017524898052,-0.002619125647470355,0.0009425253956578672,-0.0008333170553669333,-0.0013670516200363636,1.2135107681388035e-05,-0.00103083869908005,-0.0019186397548764944,-0.0012143239146098495,-0.0034353018272668123,0.0024779303930699825,-0.0034042021725326777,-0.003842826234176755,-0.0024085170589387417,0.0023923367261886597,0.0010203373385593295,0.0035533038899302483,0.0016325042815878987,-0.0036208743695169687,0.002837136620655656,-0.002741478383541107,0.0009745886200107634,-0.0005819612997584045,-0.0012876332039013505,-0.0010170129826292396,0.0008758840267546475,0.0014865393750369549,0.0014186552725732327,0.0015791032928973436,0.0006814473308622837,0.0007658030954189599,-0.0005475892685353756,0.003689024830237031,0.001334592467173934,0.0016144829569384456,-0.0037033744156360626,0.003085233038291335,-0.0037442506290972233,0.0022064540535211563,0.0009119676542468369,0.0006200734060257673,0.0032910602167248726,-0.0012491974048316479,-0.0009516571299172938,0.0035683647729456425,-0.0020730781834572554
6,-0.0005872643669135869,0.0027766237035393715,-0.003903383854776621,0.003338761394843459,0.0021376446820795536,-0.0006338383536785841,-0.0034602205269038677,-0.0012340269749984145,0.0028716553933918476,-0.0023999903351068497,-0.0033121691085398197,-0.0005405214033089578,0.00238818465732038,0.0008385004475712776,0.0034826567862182856,0.0021350402384996414,-0.0029982090927660465,0.0013930812710896134,0.0003554806171450764,0.0038124851416796446,-0.0016209166496992111,-0.0017576416721567512,-0.0014768773689866066,-0.0021428107284009457,0.0006823573494330049,-0.00015624045045115054,-0.0018927529454231262,-0.0005541993887163699,0.0008516832604072988,-0.00014912980259396136,-7.074091263348237e-05,-0.00344653008505702,0.000676264869980514,-0.001834185910411179,-0.00043602424557320774,0.0033024463336914778,0.0009152083657681942,-0.0010012317216023803,-0.002238339278846979,-0.000998048111796379,-0.0023130972404032946,-0.00023039861116558313,0.0033876579254865646,-0.003228585934266448,0.0018051775405183434,-0.0035046625416725874,-0.0008605354814790189,0.001206858898513019,-0.0006252573220990598,-0.00176613696385175,-0.001978043932467699,0.0007301620789803565,0.0029310390818864107,-0.0017251608660444617,-0.0010236753150820732,-0.002726954175159335,-0.0017657134449109435,0.0003428065392654389,-0.00338671263307333,0.0022488387767225504,-0.0013298240955919027,0.003124394454061985,0.0018579070456326008,0.002000715583562851,0.0004399410099722445,0.0032869407441467047,-0.0008157729753293097,-0.0015368651365861297,-0.0021607419475913048,-0.00119441794231534,-0.0018866731552407146,-0.0029261636082082987,0.0021399175748229027,2.4924547687987797e-05,0.0014913188060745597,0.0036529009230434895,0.0010023008799180388,-0.003604515688493848,0.0029932670295238495,-0.001618442591279745,-0.0038085831329226494,0.0023685137275606394,0.0008237822912633419,0.002944215200841427,-0.0029894302133470774,-0.0008145489846356213,0.0016087210969999433,0.003566232742741704,0.0031069330871105194,0.000949542794842273,-0.0008966876775957644,0.003288714913651347,0.0012132911942899227,-0.0011337288888171315,0.0013876997400075197,-0.000752877036575228,-0.0032325717620551586,0.0028642278630286455,0.003475676290690899,-0.0022923871874809265,-0.0015528146177530289,-0.001235082745552063,-0.0022617485374212265,0.0008089843904599547,-0.0008624347392469645,0.0033352321479469538,0.0023477296344935894,0.002860096748918295,0.0011390752624720335,0.0005666539655067027,0.003767260815948248,0.0019080459605902433,0.0022419148590415716,-0.0026820474304258823,0.0008623462053947151,0.000513266131747514,-0.0008795928442850709,-2.0300187316024676e-05,0.0004085661203134805,-0.001916305860504508,-0.00040391276706941426,-0.000380035926355049,0.0023694473784416914,0.00040275411447510123,0.0024058069102466106,0.0036473351065069437,-0.001444067107513547,0.0034915560390800238
7,0.0037684726994484663,-0.001351892133243382,-0.001745622488670051,-0.00037657737266272306,-0.002162654185667634,-0.0009087232756428421,0.0007480463245883584,-0.0033266581594944,-0.001616981578990817,0.0026671721134334803,-0.001695421407930553,0.003829619148746133,0.00044470588909462094,0.0021011987701058388,0.0008225595811381936,-0.0026419232599437237,0.0015161060728132725,0.0027083551976829767,0.001243073958903551,-0.002570709679275751,-0.0011400057701393962,-0.0014591319486498833,0.0013419210445135832,-0.0021792456973344088,0.003736939048394561,0.003171065589413047,0.0005259342724457383,0.0036805777344852686,-0.0013023504288867116,-0.00047803003690205514,0.0019107579719275236,0.0015548685332760215,-0.0017386035760864615,0.0001868666149675846,-0.001732243923470378,-0.00375103997066617,-0.001915270695462823,-0.0037755006924271584,0.001464475062675774,0.00018510318477638066,0.00039275482413358986,-0.00039354205364361405,0.0031539725605398417,0.003080749651417136,-0.002515359316021204,-0.002311520744115114,-0.0025600481312721968,0.0019069897243753076,0.0021782456897199154,-0.0018740046070888638,0.0012056415434926748,-0.0035101354587823153,0.0005674859858117998,-0.0028205630369484425,0.002218323526903987,0.0026287136133760214,0.00027339678490534425,0.0032808701507747173,0.001138855004683137,-0.000801278103608638,-0.00015015107055660337,0.0016380400629714131,-0.0015882417792454362,-0.0025008288212120533,-0.0037425837945193052,-0.003766800742596388,0.0030265722889453173,-0.003172842785716057,0.000690650602336973,-0.003186204005032778,-0.003125386079773307,0.0014735281001776457,-0.0023032943718135357,0.0020203518215566874,0.002167521044611931,-0.002185625722631812,-0.0007382085896097124,-5.284902726998553e-05,0.0029328002128750086,-0.0014126766473054886,0.0018155238358303905,-0.0006301061948761344,0.00023804484226275235,-0.0013319962890818715,-0.0022901701740920544,0.0007927980041131377,-0.0020538363605737686,-0.0032044134568423033,0.002607515314593911,-0.0006067241774871945,-0.0020112968049943447,-0.00151316006667912,0.0014431870076805353,0.001834333874285221,0.0003391197824385017,0.003822061698883772,-0.0016618497902527452,0.002019367180764675,0.003905738005414605,-0.00366236106492579,0.001974135870113969,0.002672401024028659,-9.418604167876765e-05,0.0031604040414094925,-0.00034784848685376346,-0.0010078676277771592,-0.0021015198435634375,1.009637435345212e-05,0.0019811789970844984,-0.0017769760452210903,-0.000532238744199276,0.003603995079174638,-0.0008737432071939111,-0.0017861166270449758,0.0023336687590926886,-0.0011946606682613492,-0.0037398701533675194,-0.0008432422182522714,0.0012352027697488666,0.0010550185106694698,-0.0036794315092265606,-0.0002635724376887083,0.0021566194482147694,0.0037143034860491753,-0.0009103460470214486,-0.002649814821779728,0.0012909626821056008,0.0038827599491924047
8,0.0032885277178138494,0.0033332949969917536,-0.0027226859237998724,0.0021096135023981333,0.0009466057526879013,-3.57255557901226e-05,0.0038609157782047987,-0.0014922425616532564,-0.00019665771105792373,-0.0027136283461004496,-0.0005990703939460218,0.0035733075346797705,-0.0007306286715902388,0.0030158953741192818,-0.003739448729902506,-0.0035173569340258837,0.0029441670048981905,-0.0023173526860773563,-0.001225328422151506,-0.0004837023443542421,-0.003030115272849798,-0.0011850586161017418,0.002030252944678068,0.0007547105196863413,-0.0013339633587747812,-0.001863291603513062,-0.0015216898173093796,0.001295934896916151,0.0009940308518707752,0.003650324884802103,-0.0014977894024923444,-0.0010781309101730585,0.0014493158087134361,0.003251028014346957,0.0036619631573557854,-0.0026465582195669413,0.002781506394967437,0.0034924496430903673,-0.0030694000888615847,-0.0027921812143176794,-0.0010155434720218182,0.000999170122668147,0.002310787560418248,0.0035721580497920513,-0.0001683543378021568,-0.001018717885017395,-0.0038989137392491102,0.0016410337993875146,0.0016821009339764714,-0.00048577573033981025,-0.003622384276241064,0.003841459983959794,-0.0038955803029239178,-0.0003130496188532561,-0.000740725256036967,-0.0032037014607340097,0.003507080487906933,-0.0030347281135618687,-1.2902012713311706e-05,0.0022209668532013893,0.001267559127882123,-0.0023864589165896177,-0.003244531573727727,0.0016652931226417422,-0.003031067317351699,0.0020095554646104574,0.00012353400234133005,0.0030322193633764982,-0.0025589510332792997,-0.0034584468230605125,0.0026456357445567846,-0.0009405259042978287,-0.002878322033211589,0.0017203395254909992,0.001088840188458562,-0.0003540899488143623,-0.0012759570963680744,-0.003676779568195343,-0.0035899034701287746,-0.003644626820459962,-0.0034214970655739307,0.0036257868632674217,-0.0031965349335223436,0.0011907153530046344,-0.00175502710044384,0.002445776714012027,-0.0016752203227952123,-0.0035112155601382256,-0.0037522055208683014,-0.0006954619893804193,0.0011074058711528778,-0.00021530906087718904,-0.00241257855668664,0.0036290669813752174,0.0027627390809357166,0.0003434006648603827,0.0033774443436414003,0.001809733104892075,-0.0020039489027112722,-0.000586369656957686,0.0026879392098635435,-0.0020559863187372684,0.0008929703617468476,-0.003795261261984706,-0.001737990416586399,0.0008070349576883018,0.0005735577433370054,-0.0021653727162629366,0.0018392530037090182,-0.0007305603357963264,-0.0025293356738984585,-0.003165928181260824,0.0002669014211278409,-0.0032732603140175343,0.0007086772820912302,0.001727948198094964,0.0010787429055199027,0.002471338491886854,0.000725304416846484,-0.0008987939800135791,-0.003368033329024911,-0.000264831556705758,-0.003047454170882702,-0.0024508845526725054,0.0017533904174342752,-0.002244004048407078,-0.0030861857812851667,-0.0016982374945655465
9,-0.0028680709656327963,-0.002582546090707183,-0.00046754960203543305,0.0023035637568682432,0.0031465415377169847,-0.00044036831241101027,0.0025379394646734,0.0029168471228331327,-0.0009934918489307165,-0.0023788954131305218,0.0010771641973406076,0.002304763300344348,-0.0029319641180336475,0.000971452216617763,-0.001226750435307622,-0.0019196138018742204,0.0033505510073155165,-0.002620106330141425,-0.0024897675029933453,0.0003401021531317383,0.002975245239213109,-0.0034441775642335415,-0.00038507257704623044,0.000597074453253299,-0.0030525289475917816,-0.002764362609013915,-0.0017312269192188978,-0.0009960009483620524,-0.00023353841970674694,0.0020622790325433016,0.0028526766691356897,-0.0032019291538745165,0.0019242226844653487,0.002064857864752412,0.003305054036900401,0.00013969105202704668,-0.00029783256468363106,0.001192607218399644,0.001910648075863719,-0.002215110929682851,0.00020866470003966242,0.001059149857610464,-0.0030996864661574364,0.002518994268029928,-0.0007333896355703473,-0.002688519423827529,0.000749602448195219,0.002489774487912655,-0.0006492208922281861,-0.0031998949125409126,0.0036177875008434057,0.0010417363373562694,-0.0018052024533972144,-0.001001774682663381,-0.00041502455133013427,0.0008503802237100899,-0.0029724326450377703,0.0011832984164357185,-0.0007099066278897226,-0.002797232009470463,-0.0033619862515479326,0.003503635060042143,-0.0030566283967345953,-0.001643572119064629,0.000851479300763458,-0.00343101704493165,0.0013615560019388795,-0.000304606044664979,-0.0022537370678037405,-0.0005796502809971571,-0.0033685690723359585,-0.0016077959444373846,0.0022409013472497463,-0.0019262711284682155,-0.00243668956682086,-0.0024037377443164587,0.0028504119254648685,0.0018428426701575518,0.0005539658013731241,-0.002612471580505371,-0.0016370117664337158,0.0005480917752720416,-0.0032518000807613134,0.0011245451169088483,-0.002033247146755457,-0.00123717135284096,-0.0033092531375586987,0.0005939093534834683,-0.002699167001992464,-0.0014384966343641281,0.0032703613396734,-2.2769381757825613e-06,-0.0001166844813269563,0.003359694965183735,-0.0005990901845507324,0.0038787503726780415,-0.00014443343388848007,0.0035209106281399727,-0.001921619288623333,0.0035039305221289396,0.002818894339725375,-0.0015185746597126126,-0.0005829824367538095,-0.0020564887672662735,0.002498351037502289,0.0038224649615585804,-0.0030448867473751307,0.0016105499817058444,0.001994578167796135,0.0020469033624976873,-0.002269802615046501,-0.0011844553519040346,0.00019472293206490576,-0.0036417644005268812,-0.0029448973946273327,-0.00250185071490705,0.003690063487738371,0.0008145933388732374,0.0007542883395217359,-0.0004411617701407522,-0.0012528355000540614,0.0021360719110816717,0.002193014370277524,-0.0001485181855969131,-0.0032698926515877247,0.0021546895150095224,-0.0036814557388424873,-0.003481579478830099
10,-0.0029528667218983173,0.00010050395940197632,-0.0036367059219628572,0.0021138014271855354,-0.0014712889678776264,-0.00135835912078619,-0.001027122838422656,-0.0021339922677725554,-0.003655076026916504,-0.002239868976175785,-0.002379612298682332,-0.0007023015641607344,0.0007833605050109327,-0.003605038160458207,-0.0016658151289448142,-0.0019595525227487087,0.00031847169157117605,-0.0032502510584890842,0.0038186986930668354,-0.002809339901432395,-0.003711002878844738,-0.0007347581558860838,0.0008791061700321734,0.0023504835553467274,-0.0013976908521726727,0.0009604542283341289,0.0011762396898120642,0.002688807435333729,-0.0006695552146993577,-0.0021730370353907347,-0.0014878007350489497,0.0007827845984138548,0.0013108107959851623,-0.0008148686611093581,0.001794508658349514,0.0020238657016307116,-0.0008240160532295704,-0.0015341952675953507,0.0030108809005469084,8.046913717407733e-05,0.0015717318747192621,-0.001594262896105647,-0.0013079491909593344,-0.0036357264034450054,-0.001894921064376831,0.00305003859102726,0.0013787328498438,-0.0028481693007051945,-1.0814612323883921e-05,-0.0036816559731960297,0.0007102570380084217,0.003510404611006379,0.00029502520919777453,0.0030217894818633795,0.0018539753509685397,-0.002322495449334383,-0.0009131905389949679,-0.0037805335596203804,-0.0015070404624566436,-0.0025523852091282606,0.0031981240026652813,-0.0025518068578094244,-0.0022555887699127197,0.0005984659073874354,0.0016243098070845008,-0.002907218411564827,-0.0012304128613322973,0.0006370904739014804,0.0015492639504373074,0.003700605360791087,0.0027759287040680647,-0.0028971305582672358,0.0010319651337340474,0.003399630542844534,0.0029161209240555763,0.0035646199248731136,0.001325169112533331,-0.0032035978510975838,0.0017323350766673684,0.0008161766454577446,-0.001631891238503158,-0.0013117003254592419,0.0018158385064452887,-0.0021374940406531096,-0.0010124562541022897,-0.0020110097248107195,0.002708634128794074,-0.0029340137261897326,-0.0011694841086864471,-0.002442074241116643,0.0015079649165272713,-0.003402307163923979,-0.002558441599830985,-0.002266200492158532,0.003642220050096512,-0.002004694426432252,-0.0019088791450485587,-0.00026365756639279425,9.854049858404323e-05,-0.0031572917941957712,0.0030270745046436787,-0.0038922284729778767,0.001037059584632516,-0.002462871838361025,6.933126132935286e-05,-0.0006970028043724597,0.0005701311747543514,-0.0009575516451150179,0.0030967637430876493,-0.002794562606140971,-2.5544173695379868e-05,0.0029559116810560226,-0.0013441145420074463,-0.0001625522127142176,-0.0007269827765412629,0.0011160033755004406,0.0014885528944432735,0.0025589046999812126,0.003198778023943305,0.0004913017037324607,0.00190952536650002,-0.002461881609633565,0.0010122462408617139,-0.0001635355583857745,-0.0014036080101504922,-0.0022077993489801884,0.002316984347999096,-0.0028468372765928507
